Name	Set	ImageFile	type	Rarity	Color	Cost	Inkwell	Classifications	Strength	Willpower	Lore	Text
Blue Fairy - Rewarding Good Deeds	RF	expansions/2/cards/367x512/fc074d501302eb2b93e2554793fcaf50b3bf7291	Fairy	Un	Amethyst	2	True	Storyborn, Ally, Fairy	1	1	1	Evasive (Only characters with Evasive can challenge thischaracter.); ETHEREAL GLOW Whenever you play a Floodborncharacter, you may draw a card.
Chip the Teacup - Gentle Soul	RF	expansions/2/cards/367x512/cb7a1d775e800fd1ee4049f7dca9e041eb9ba083	Ally	Co	Amethyst	1	True	Storyborn, Ally	2	2	1	
Dr. Facilier - Savvy Opportunist	RF	expansions/2/cards/367x512/5b384ce32d8cdef02bc3a139d4cac0a22bb029e8	Sorcerer	Co	Amethyst	4	True	Storyborn, Villain, Sorcerer	4	2	1	Evasive (Only characters with Evasive canchallenge this character.)
Elsa - Gloves Off	RF	expansions/2/cards/367x512/ca3512f4dfa95a03169c5a670a4c91a19b3077b4	Sorcerer	Co	Amethyst	4	True	Storyborn, Hero, Queen, Sorcerer	3	4	1	Challenger +3 (While challenging, this charactergets +3 ¤.)
Fairy Godmother - Here to Help	RF	expansions/2/cards/367x512/af3e133428b9e25c55bc59fe534248e6a0c0f17b	Fairy	Un	Amethyst	5	True	Storyborn, Ally, Fairy	3	7	2	
Fairy Godmother - Mystic Armorer	RF	expansions/2/cards/367x512/761f22b2c1593d0bb87e0b606f990ba4974706de	Fairy	Le	Amethyst	5	True	Floodborn, Mentor, Fairy	3	4	2	Shift 2 (You may pay 2 ⬡ to play this on top of one of yourcharacters named Fairy Godmother.); FORGET THE COACH, HERE'S A SWORD Whenever thischaracter quests, your characters gain Challenger +3 and“When this character is banished in a challenge, returnthis card to your hand” this turn. (They get +3 ¤ whilechallenging.)
Fairy Godmother - Pure Heart	RF	expansions/2/cards/367x512/92cfceb39d57d914ed8b14d0e37643de0797ae56	Fairy	Co	Amethyst	3	True	Storyborn, Ally, Fairy	3	4	1	JUST LEAVE IT TO ME Whenever you play acharacter named Cinderella, you may exertchosen character.
HeiHei - Persistent Presence	RF	expansions/2/cards/367x512/0286dd552c9bea9a69ecb3759e7b94777635514b	Ally	Un	Amethyst	2	True	Dreamborn, Ally	2	1	1	HE'S BACK! When this character is banished in achallenge, return this card to your hand.
Jiminy Cricket - Pinocchio's Conscience	RF	expansions/2/cards/367x512/98fbc42faedc02492397cb5962ea3a3ffc0a9243	Mentor	Co	Amethyst	2	True	Storyborn, Mentor	1	2	1	Evasive (Only characters with Evasive can challenge thischaracter.); THAT STILL, SMALL VOICE When you play this character,if you have a character named Pinocchio in play, youmay draw a card.
Kuzco - Wanted Llama	RF	expansions/2/cards/367x512/fb644351560d8296fe6da332236b1f8d61b2828a	King	Co	Amethyst	2	True	Storyborn, King	1	2	1	OK, WHERE AM I? When this character isbanished, you may draw a card.
Madam Mim - Fox	RF	expansions/2/cards/367x512/fe2ef495a1152561572949784c16bf23abb28057	Sorcerer	Ra	Amethyst	3	True	Storyborn, Villain, Sorcerer	4	3	1	CHASING THE RABBIT When you play thischaracter, banish her or return another chosencharacter of yours to your hand.; Rush (This character can challenge the turnthey're played.)
Madam Mim - Purple Dragon	RF	expansions/2/cards/367x512/827bfc458708f0b442009c9c9836f7e4b65557fb	Dragon	Le	Amethyst	7	True	Storyborn, Villain, Sorcerer, Dragon	5	7	4	Evasive (Only characters with Evasive can challenge thischaracter.); I WIN, I WIN! When you play this character, banish her orreturn another 2 chosen characters of yours to your hand.
Madam Mim - Rival of Merlin	RF	expansions/2/cards/367x512/64e095fe763fc62418378753f9402623bea9e227	Sorcerer	Ra	Amethyst	5	True	Floodborn, Villain, Sorcerer	2	5	2	Shift 3 (You may pay 3 ⬡ to play this on top ofone of your characters named Madam Mim.); GRUESOME AND GRIM ⟳ — Play a character withcost 4 or less for free. They gain Rush. At the endof the turn, banish them. (They can challenge theturn they're played.)
Madam Mim - Snake	RF	expansions/2/cards/367x512/2e01e17467891f7c933dbaa00e1459d23db3fe4f	Sorcerer	Un	Amethyst	2	True	Storyborn, Villain, Sorcerer	3	3	1	JUST YOU WAIT When you play this character,banish her or return another chosen character ofyours to your hand.
Merlin - Crab	RF	expansions/2/cards/367x512/e1822db470e60d090affd0956d743cb0e7cdf113	Sorcerer	Co	Amethyst	3	True	Storyborn, Mentor, Sorcerer	3	3	1	READY OR NOT! When you play this characterand when he leaves play, chosen character gainsChallenger +3 this turn. (They get +3 ¤ whilechallenging.)
Merlin - Goat	RF	expansions/2/cards/367x512/b7eb6c689c037217079766fdb77c3bac3e51cb4c	Sorcerer	Un	Amethyst	4	True	Storyborn, Mentor, Sorcerer	4	3	1	HERE I COME! When you play this character andwhen he leaves play, gain 1 lore.
Merlin - Rabbit	RF	expansions/2/cards/367x512/a9334987ece78b6fe8bf130ef00b74847c1d3da6	Sorcerer	Ra	Amethyst	4	False	Storyborn, Mentor, Sorcerer	2	3	1	HOPPITY HIP! When you play this character andwhen he leaves play, you may draw a card.
Merlin - Shapeshifter	RF	expansions/2/cards/367x512/c5b76da3e608d34edb07244cd9b875ee86906328	Sorcerer	Ra	Amethyst	4	True	Storyborn, Mentor, Sorcerer	1	5	1	BATTLE OF WITS Whenever one of your othercharacters is returned to your hand from play,this character gets +1 ◊ this turn.
Merlin - Squirrel	RF	expansions/2/cards/367x512/80e28a51cbc26fa4bd34938c5e593b36146f5e0c	Sorcerer	Co	Amethyst	2	True	Storyborn, Mentor, Sorcerer	2	1	1	LOOK BEFORE YOU LEAP When you play thischaracter and when he leaves play, look at thetop card of your deck. Put it on either the top orthe bottom of your deck.
Peter Pan's Shadow - Not Sewn On	RF	expansions/2/cards/367x512/8effee409c625e1a2d8f5033631840e6ce1dcb64	Ally	Su	Amethyst	4	False	Storyborn, Ally	2	3	2	Evasive (Only characters with Evasive canchallenge this character.); Rush (This character can challenge the turnthey're played.); TIPTOE Your other characters with Rush gainEvasive.
Pinocchio - Star Attraction	RF	expansions/2/cards/367x512/54ceb91256e8190e474aa752a6e0650a2df5ba37	Hero	Ra	Amethyst	2	False	Storyborn, Hero	1	1	3	
Pinocchio - On the Run	RF	expansions/2/cards/367x512/9109c85a45b703f87f1413a405549a2cea9ab556	Hero	Un	Amethyst	5	False	Floodborn, Hero	3	3	2	Shift 3 (You may pay 3 ⬡ to play this on top of one ofyour characters named Pinocchio.); LISTEN TO YOUR CONSCIENCE When you play thischaracter, you may return chosen character or item withcost 3 or less to their player's hand.
Pinocchio - Talkative Puppet	RF	expansions/2/cards/367x512/667be543b02294b7624119adc3a725473df39885	Hero	Un	Amethyst	2	False	Storyborn, Hero	1	1	1	TELLING LIES When you play this character, youmay exert chosen opposing character.
Winnie the Pooh - Hunny Wizard	RF	expansions/2/cards/367x512/5a5b0f9b7d3f8fc84c3cef8fd8efaaa6c70d75ab	Sorcerer	Co	Amethyst	5	True	Dreamborn, Hero, Sorcerer	5	5	2	
Yzma - Scary Beyond All Reason	RF	expansions/2/cards/367x512/e6c3dd630428fd54834172b8fd2735fed9416da4	Sorcerer	Su	Amethyst	6	True	Floodborn, Villain, Sorcerer	4	4	2	Shift 4 (You may pay 4 ⬡ to play this on top ofone of your characters named Yzma.); CRUEL IRONY When you play this character,shuffle another chosen character card into theirplayer's deck. That player draws 2 cards.
Yzma - Without Beauty Sleep	RF	expansions/2/cards/367x512/6c1e671f9af5b46d9c1a52067bdf0e53685674f7	Sorcerer	Un	Amethyst	3	True	Storyborn, Villain, Sorcerer	3	4	1	
Gruesome and Grim	RF	expansions/2/cards/367x512/511a418e72591eb7e33f703f04c3fa16df6c90bd	Song	Ra	Amethyst	3	False	Song				(A character with cost 3 or more can ⟳ to sing thissong for free.)
I'm Stuck!	RF	expansions/2/cards/367x512/a17554a0d2b15a664c0e73900184544f19e70227	Action	Co	Amethyst	1	True					Chosen exerted character can't ready at the start oftheir next turn.
Legend of the Sword in the Stone	RF	expansions/2/cards/367x512/c66c65175fecc3103b3b587be9b5b230889c8628	Song	Co	Amethyst	2	True	Song				(A character with cost 2 or more can ⟳ to sing this song forfree.)
Binding Contract	RF	expansions/2/cards/367x512/2a459380709e2fe4ac2dae5733c73225ff6cfee1	Item	Un	Amethyst	4	False					FOR ALL ETERNITY ⟳, ⟳ one of your characters —Exert chosen character.
Croquet Mallet	RF	expansions/2/cards/367x512/59129aacfb6cebbe2c52f30ef3424209f7252e82	Item	Co	Amethyst	1	False					HURTLING HEDGEHOG Banish this item — Chosencharacter gains Rush this turn. (They can challenge theturn they're played.)
Perplexing Signposts	RF	expansions/2/cards/367x512/4d89d294cd4ca9f2ca57dc24a53ffb3ef5303122	Item	Ra	Amethyst	2	False					TO WONDERLAND Banish this item — Return chosencharacter of yours to your hand.
The Sorcerer's Spellbook	RF	expansions/2/cards/367x512/b4c96d80854dd27e76d8cc9e21960eebda52e962	Item	Ra	Amethyst	3	False					KNOWLEDGE ⟳, 1 ⬡ — Gain 1 lore.
Arthur - Trained Swordsman	RF	expansions/2/cards/367x512/a72b20062ec2c47ab2ceb97ac1bee818f8b6c6cb	Hero	Co	Emerald	4	True	Dreamborn, Hero	4	3	2	
Beast - Relentless	RF	expansions/2/cards/367x512/b7103ca278a75cad8f7d065acda0c2e80da0b7dc	Prince	Le	Emerald	6	True	Storyborn, Hero, Prince	4	5	2	SECOND WIND Whenever an opposing characteris damaged, you may ready this character.
Belle - Bookworm	RF	expansions/2/cards/367x512/d02560dd9d7db4467627745bd6701e809ffca6e3	Princess	Un	Emerald	3	False	Storyborn, Hero, Princess	2	4	1	USE YOUR IMAGINATION While an opponent hasno cards in their hand, this character gets +2 ◊.
Belle - Hidden Archer	RF	expansions/2/cards/367x512/c097638f92de80ba8d6c696b26e6e601a5f61eb7	Princess	Le	Emerald	5	False	Floodborn, Hero, Princess	3	3	3	Shift 3 (You may pay 3 ⬡ to play this on top of one of yourcharacters named Belle.); THORNY ARROWS Whenever this character is challenged,the challenging character's player discards all cards in theirhand.
Bucky - Squirrel Squeak Tutor	RF	expansions/2/cards/367x512/35e995c107a71caeb833bb3b79f9f54781b33fa1	Ally	Un	Emerald	3	True	Storyborn, Ally	1	1	1	SQUEAK Whenever you play a Floodborn character,if you used Shift to play them, each opponentchooses and discards a card.
Cheshire Cat - Always Grinning	RF	expansions/2/cards/367x512/1f1362ea41d1bc65be321c0a378a20159f9a26d0	Storyborn	Un	Emerald	2	True	Storyborn	3	2	1	
Cheshire Cat - From the Shadows	RF	expansions/2/cards/367x512/450ddec8dd206c2e2ab1aeeaa90e85e51753b8b7	Floodborn	Su	Emerald	8	True	Floodborn	5	6	2	Shift 5 (You may pay 5 ⬡ to play this on top of one ofyour characters named Cheshire Cat.); Evasive (Only characters with Evasive can challenge thischaracter.); WICKED SMILE ⟳ — Banish chosen damaged character.
Daisy Duck - Secret Agent	RF	expansions/2/cards/367x512/d54ad009d179ae346683cfc3603979bc99339ef7	Ally	Un	Emerald	4	True	Dreamborn, Ally	2	3	2	THWART Whenever this character quests, eachopponent chooses and discards a card.
Donald Duck - Perfect Gentleman	RF	expansions/2/cards/367x512/d321d6f7ccf98b51540ec9d933f20898af3bd71e	Ally	Un	Emerald	4	True	Floodborn, Ally	2	5	2	Shift 3 (You may pay 3 ⬡ to play this on top ofone of your characters named Donald Duck.); ALLOW ME At the start of your turn, each playermay draw a card.
Donald Duck - Sleepwalker	RF	expansions/2/cards/367x512/eb4ac3033e8ab3591e0fcefa8c26ce3fd36d5a0f	Storyborn	Co	Emerald	3	True	Storyborn	0	5	1	STARTLED AWAKE Whenever you play an action,this character gets +2 ¤ this turn.
Dr. Facilier - Fortune Teller	RF	expansions/2/cards/367x512/b74f5ee9461495ba5ca4c72a7108a23904c27a05	Sorcerer	Su	Emerald	7	True	Storyborn, Villain, Sorcerer	4	4	3	Evasive (Only characters with Evasive canchallenge this character.); YOU'RE IN MY WORLD Whenever this characterquests, chosen opposing character can't questduring their next turn.
Enchantress - Unexpected Judge	RF	expansions/2/cards/367x512/b888b29826bb53dc531437e723738383d8339b56	Sorcerer	Co	Emerald	2	True	Dreamborn, Sorcerer	1	1	2	TRUE FORM While being challenged, thischaracter gets +2 ¤.
Flynn Rider - Confident Vagabond	RF	expansions/2/cards/367x512/1d513c0bcbe33b2e7440e5e14d0b22ef95c9d673	Prince	Co	Emerald	1	True	Storyborn, Hero, Prince	1	3	1	
Flynn Rider - His Own Biggest Fan	RF	expansions/2/cards/367x512/76546f9a641ede2beab506b96df1688d889e629a	Prince	Ra	Emerald	4	False	Floodborn, Hero, Prince	2	3	4	Shift 2 (You may pay 2 ⬡ to play this on top of one ofyour characters named Flynn Rider.); Evasive (Only characters with Evasive can challenge thischaracter.); ONE LAST, BIG SCORE This character gets -1 ◊ for eachcard in your opponents' hands.
Gaston - Scheming Suitor	RF	expansions/2/cards/367x512/7d7116e23efef7292cad5e6f033d9a962708228c	Villain	Co	Emerald	2	True	Storyborn, Villain	1	3	1	YES, I'M INTIMIDATING While one or moreopponents have no cards in their hands, thischaracter gets +3 ¤.
Little John - Loyal Friend	RF	expansions/2/cards/367x512/be461a0cd1fda052a69c3fd94f8cf5f6f86afa34	Ally	Ra	Emerald	6	True	Storyborn, Ally	6	6	2	
Lucifer - Cunning Cat	RF	expansions/2/cards/367x512/1352246e33277e9d3c9090a434fa72cfa6536ae2	Ally	Ra	Emerald	5	False	Storyborn, Ally	2	2	2	MOUSE CATCHER When you play this character,each opponent chooses and discards either 2cards or 1 action card.
Pain - Underworld Imp	RF	expansions/2/cards/367x512/3c26dffc8a2e8804dfe2c8a1195cfaa5ef6d0014	Ally	Un	Emerald	2	True	Storyborn, Ally	1	4	1	COMING, YOUR MOST LUGUBRIOUSNESS While thischaracter has 5 ¤ or more, he gets +2 ◊.
Panic - Underworld Imp	RF	expansions/2/cards/367x512/e62d7f1eb43d87c202d2f164ba61297e71be80f4	Ally	Co	Emerald	3	False	Storyborn, Ally	2	3	2	I CAN HANDLE IT When you play this character,chosen character gets +2 ¤ this turn. If the chosencharacter is named Pain, he gets +4 ¤ instead.
Pete - Bad Guy	RF	expansions/2/cards/367x512/b37f6ddcefad7e8657837d3177f9ef2462f98acf	Villain	Ra	Emerald	5	True	Storyborn, Villain	3	4	2	Ward (Opponents can't choose this characterexcept to challenge.); TAKE THAT! Whenever you play an action, thischaracter gets +2 ¤ this turn.; WHO'S NEXT? While this character has 7 ¤ ormore, he gets +2 ◊.
Prince John - Greediest of All	RF	expansions/2/cards/367x512/16b06bd9b738835e2d134fe8d596e9ab0086a985	Prince	Ra	Emerald	3	False	Dreamborn, Villain, Prince	1	2	2	Ward (Opponents can't choose this character except tochallenge.); I SENTENCE YOU Whenever your opponent discards1 or more cards, you may draw a card for each carddiscarded.
Queen of Hearts - Quick-Tempered	RF	expansions/2/cards/367x512/2d0c8af807ef45ac17cafb2973d866ba8f38caa9	Queen	Co	Emerald	2	False	Dreamborn, Villain, Queen	1	2	2	ROYAL RAGE When you play this character, deal 1damage to chosen damaged opposing character.
Ratigan - Criminal Mastermind	RF	expansions/2/cards/367x512/4cd66dfabbd964f8c6c4414b07cdb45dae692e19	Villain	Co	Emerald	4	True	Dreamborn, Villain	4	1	2	Evasive (Only characters with Evasive canchallenge this character.)
Ray - Easygoing Firefly	RF	expansions/2/cards/367x512/8ee51caaa2c2f4ee2e5b4b7ef5a89db7df1068d7	Ally	Co	Emerald	5	True	Storyborn, Ally	3	3	3	Evasive (Only characters with Evasive canchallenge this character.)
The Queen - Disguised Peddler	RF	expansions/2/cards/367x512/08a35293e09f508494096c1c1b3819edb9df50db	Queen	Su	Emerald	3	False	Storyborn, Villain, Queen	2	3	0	A PERFECT DISGUISE ⟳, Choose and discard acharacter card — Gain lore equal to the discardedcharacter's ◊.
Tiana - True Princess	RF	expansions/2/cards/367x512/215bb47da8fac3342b858ac3db09b033c6c46e0b	Princess	Un	Emerald	5	True	Storyborn, Hero, Princess	5	3	3	
Virana - Fang Chief	RF	expansions/2/cards/367x512/8e63fd3e77796b102589b1ba1e4441c7982e4132	Queen	Co	Emerald	5	True	Storyborn, Villain, Queen	5	5	2	
Bibbidi Bobbidi Boo	RF	expansions/2/cards/367x512/6fb84aed32facd1299ee1e77c8fd2b1a6352669e	Song	Ra	Emerald	3	False	Song				(A character with cost 3 or more can ⟳ to sing this song forfree.)
Bounce	RF	expansions/2/cards/367x512/812ed4562d3211363a7b813aa9cd2cf042b63bb2	Action	Un	Emerald	2	False					Return chosen character of yours to your hand toreturn another chosen character to their player's hand.
Hypnotize	RF	expansions/2/cards/367x512/31bd9b9f5f7b338e41b56183a2f3008b541d7c84	Action	Co	Emerald	3	True					Each opponent chooses and discards a card. Draw acard.
Improvise	RF	expansions/2/cards/367x512/9a79be611e0267e1d943da0737c6c51be67865a0	Action	Co	Emerald	1	True					Chosen character gets +1 ¤ this turn. Draw a card.
Pack Tactics	RF	expansions/2/cards/367x512/310b86e0b62b828562fc91c7be5380a992b2786a	Action	Ra	Emerald	4	True					Gain 1 lore for each damaged character opponentshave in play.
Ring the Bell	RF	expansions/2/cards/367x512/dbc0f004854457f59fb16ab863a3a1722cef553f	Action	Un	Emerald	3	True					Banish chosen damaged character.
Ratigan's Marvelous Trap	RF	expansions/2/cards/367x512/c8306ae139ac98f432932286151dc0ec55580eca	Item	Ra	Emerald	3	False					SNAP! BOOM! TWANG! Banish this item — Eachopponent loses 2 lore.
Baloo - Fun-Loving Bear	RF	expansions/2/cards/367x512/934385f53d1bd0c1b8493e44d0dfd4c8e88a04bb	Ally	Co	Ruby	3	True	Storyborn, Ally	4	3	1	
Boun - Precocious Entrepreneur	RF	expansions/2/cards/367x512/78a8efcbaaa1a9a30f9f327aa89d0b6acaaffb03	Ally	Co	Ruby	2	True	Storyborn, Ally	2	3	1	
Card Soldiers - Full Deck	RF	expansions/2/cards/367x512/e114c448f4ab8554ad14eff3d66dfeb3965ce8fc	Ally	Un	Ruby	5	True	Storyborn, Ally	5	5	2	
Donald Duck - Not Again!	RF	expansions/2/cards/367x512/7224f997fc148baa0b7f81c1eda6fcc3fd003db0	Hero	Le	Ruby	5	True	Dreamborn, Hero	1	5	1	Evasive (Only characters with Evasive canchallenge this character.); PHOOEY! This character gets +1 ◊ for each 1damage on him.
Felicia - Always Hungry	RF	expansions/2/cards/367x512/524e05dc77239f3a15dab766aaa59a9e432efde7	Ally	Co	Ruby	1	True	Dreamborn, Ally	3	1	0	Reckless (This character can't quest and mustchallenge each turn if able.)
Fidget - Ratigan's Henchman	RF	expansions/2/cards/367x512/17503a6b2326f09fbc4e3a7c03874c7333002038	Ally	Co	Ruby	3	True	Dreamborn, Ally	3	2	1	Evasive (Only characters with Evasive canchallenge this character.)
Honest John - Not That Honest	RF	expansions/2/cards/367x512/a1422e6a168630cdd214ac5e31ca01ae1bee8d92	Villain	Ra	Ruby	3	False	Storyborn, Villain	2	3	1	EASY STREET Whenever you play a Floodborncharacter, each opponent loses 1 lore.
Lady Tremaine - Imperious Queen	RF	expansions/2/cards/367x512/5e796e48332af4142b10ca0f86e65d9bfdb05884	Queen	Su	Ruby	6	False	Floodborn, Villain, Queen	3	4	2	Shift 4 (You may pay 4 ⬡ to play this on top of one of yourcharacters named Lady Tremaine.); POWER TO RULE AT LAST When you play this character, eachopponent chooses and banishes one of their characters.
Lady Tremaine - Overbearing Matriarch	RF	expansions/2/cards/367x512/6216f8a75fd5bb3d5f22b6f9958cdede3fc086c2	Villain	Co	Ruby	2	False	Storyborn, Villain	2	2	1	NOT FOR YOU When you play this character, eachopponent with more lore than you loses 1 lore.
Lumiere - Hotheaded Candelabra	RF	expansions/2/cards/367x512/601ca99d55f00a2e8e736676b606a4d31d374fdd	Ally	Ra	Ruby	7	True	Dreamborn, Ally	7	7	2	
Minnie Mouse - Stylish Surfer	RF	expansions/2/cards/367x512/e993215bfdaa515f6ea00fafc1918f549119f993	Hero	Un	Ruby	3	True	Dreamborn, Hero	1	3	2	Evasive (Only characters with Evasive canchallenge this character.)
Minnie Mouse - Wide-Eyed Diver	RF	expansions/2/cards/367x512/ecb7937db58ec9dea0c47db88463d85e81143032	Hero	Ra	Ruby	4	True	Floodborn, Hero	2	3	1	Shift 2 (You may pay 2 ⬡ to play this on top of one ofyour characters named Minnie Mouse.); Evasive (Only characters with Evasive can challenge thischaracter.); UNDERSEA ADVENTURE Whenever you play a secondaction in a turn, this character gets +2 ◊ this turn.
Minnie Mouse - Zipping Around	RF	expansions/2/cards/367x512/efa6e44dfa0145249be273ecd84a97f534b04920	Hero	Co	Ruby	2	True	Storyborn, Hero	3	2	1	
Mother Gothel - Withered and Wicked	RF	expansions/2/cards/367x512/683e725c03a87baaad2623231644e944e537acab	Villain	Un	Ruby	2	True	Storyborn, Villain	3	4	1	WHAT HAVE YOU DONE?! This character entersplay with 3 damage.
Mulan - Soldier in Training	RF	expansions/2/cards/367x512/d0e2dbb0bac1917d360aaf52c01a2a4b669e8cdb	Princess	Co	Ruby	4	False	Storyborn, Hero, Princess	4	3	1	Rush (This character can challenge the turnthey're played.)
Namaari - Nemesis	RF	expansions/2/cards/367x512/12f0de3dc76e067d21ed85125716e02e9f1e69f0	Princess	Su	Ruby	4	False	Storyborn, Villain, Princess	3	3	1	THIS SHOULDN'T TAKE LONG ⟳, Banish thischaracter — Banish chosen character.
Queen of Hearts - Impulsive Ruler	RF	expansions/2/cards/367x512/a2e33d344f272e100d4a8efeabc7ae8a60a8ba7a	Queen	Un	Ruby	2	True	Storyborn, Villain, Queen	2	2	1	Rush (This character can challenge the turnthey're played.)
Queen of Hearts - Sensing Weakness	RF	expansions/2/cards/367x512/775bc5c30e27f0e562115d136e7f7edbd3cead89	Queen	Un	Ruby	5	True	Floodborn, Villain, Queen	4	3	1	Shift 2 (You may pay 2 ⬡ to play this on top ofone of your characters named Queen of Hearts.); LET THE GAME BEGIN Whenever one of yourcharacters challenges another character, you maydraw a card.
Ratigan - Very Large Mouse	RF	expansions/2/cards/367x512/8bd7954c40c1e59a900f71ea3a266732609915b1	Villain	Ra	Ruby	5	False	Storyborn, Villain	3	3	2	THIS IS MY KINGDOM When you play this character,exert chosen opposing character with 3 ¤ or less.Choose one of your characters and ready them. Theycan't quest for the rest of this turn.
Raya - Headstrong	RF	expansions/2/cards/367x512/05a8ea5382b9fd885261bb3eed0527d1d3b07262	Princess	Co	Ruby	3	True	Storyborn, Hero, Princess	2	3	1	NOTE TO SELF, DON'T DIE During your turn, wheneverthis character banishes another character in achallenge, you may ready this character. She can'tquest for the rest of this turn.
Raya - Leader of Heart	RF	expansions/2/cards/367x512/40bd001563085fc35165329ea1ff5c5ecbdbbeef	Princess	Su	Ruby	6	True	Floodborn, Hero, Princess	5	3	2	Shift 4 (You may pay 4 ⬡ to play this on top ofone of your characters named Raya.); CHAMPION OF KUMANDRA Whenever thischaracter challenges a damaged character, shetakes no damage from the challenge.
Raya - Warrior of Kumandra	RF	expansions/2/cards/367x512/f38cfe2e2facbcc742bad63f91ad55637300cb45	Princess	Un	Ruby	4	True	Storyborn, Hero, Princess	5	3	1	
Scar - Vicious Cheater	RF	expansions/2/cards/367x512/0ca9277f91e40054767f69afeb0426711ca0fddd	Villain	Le	Ruby	7	False	Storyborn, Villain	6	5	2	Rush (This character can challenge the turnthey're played.); DADDY ISN'T HERE TO SAVE YOU During yourturn, whenever this character banishes anothercharacter in a challenge, you may ready thischaracter. He can't quest for the rest of this turn.
Shere Khan - Menacing Predator	RF	expansions/2/cards/367x512/114d4eefde1dae3983e7a79f04c72feb9a3a7efd	Villain	Ra	Ruby	3	True	Storyborn, Villain	3	3	1	DON'T INSULT MY INTELLIGENCE Whenever oneof your characters challenges another character,gain 1 lore.
Tigger - One of a Kind	RF	expansions/2/cards/367x512/008451a05e1e7aa32c75119df950d405265e0904	Tigger	Co	Ruby	3	True	Dreamborn, Tigger	3	3	1	ENERGETIC Whenever you play an action, thischaracter gets +2 ¤ this turn.
Tuk Tuk - Wrecking Ball	RF	expansions/2/cards/367x512/b4182bff4b3cf75f9e54f4990f9bd153c0c2973c	Ally	Ra	Ruby	4	False	Storyborn, Ally	4	5	0	Reckless (This character can't quest and mustchallenge each turn if able.)
Go the Distance	RF	expansions/2/cards/367x512/8b7471f4ae0bf59f5f0a425068c05d96f4801b9e	Song	Co	Ruby	2	True	Song				(A character with cost 2 or more can ⟳ to sing thissong for free.)
Teeth and Ambitions	RF	expansions/2/cards/367x512/2a7541babb57434e5631ffa2b5639e24f8ce84fc	Song	Ra	Ruby	2	True	Song				(A character with cost 2 or more can ⟳ to sing this song forfree.)
The Most Diabolical Scheme	RF	expansions/2/cards/367x512/e794a80eb109162d579df51db6d52e223bb0e9be	Song	Un	Ruby	3	False	Song				(A character with cost 3 or more can ⟳ to sing this songfor free.)
What Did You Call Me?	RF	expansions/2/cards/367x512/91dfde1d6e005e422f64a59776234f1f4c80b5e4	Action	Co	Ruby	1	True					Chosen damaged character gets +3 ¤ this turn.
You Can Fly!	RF	expansions/2/cards/367x512/d30f79cf7fef47bd7a5611719f936539bec0d2e9	Song	Un	Ruby	2	True	Song				(A character with cost 2 or more can ⟳ to sing thissong for free.)
Dinner Bell	RF	expansions/2/cards/367x512/95e815d1541bf6f358cfffbe66ab3af0d0c09d09	Item	Ra	Ruby	4	False					YOU KNOW WHAT HAPPENS ⟳, 2 ⬡ — Draw cardsequal to the damage on chosen character of yours,then banish them.
Peter Pan's Dagger	RF	expansions/2/cards/367x512/40f7c01f4189510031adccd9c604a128adaf9b00	Item	Co	Ruby	2	False					Your characters with Evasive get +1 ¤.
Sword in the Stone	RF	expansions/2/cards/367x512/9e071a3a594a8964cbefe784f8a6afaa94c0de17	Item	Un	Ruby	1	False					⟳, 2 ⬡ — Chosen character gets +1 ¤ this turn foreach 1 damage on them.
Alice - Growing Girl	RF	expansions/2/cards/367x512/e1a864f0b77f6c89794827a9035355dc8d052622	Hero	Le	Sapphire	3	True	Dreamborn, Hero	1	4	1	GOOD ADVICE Your other characters gainSupport. (Whenever they quest, you may add their¤ to another chosen character's ¤ this turn.); WHAT DID I DO? While this character has 10 ¤or more, she gets +4 ◊.
Basil - Great Mouse Detective	RF	expansions/2/cards/367x512/56ad4d4deaec98465c419b4a8ea7bfc1ed38c4d9	Detective	Su	Sapphire	6	True	Floodborn, Hero, Detective	3	4	3	Shift 5 (You may pay 5 ⬡ to play this on top of one ofyour characters named Basil.); THERE'S ALWAYS A CHANCE If you used Shift to play thischaracter, you may draw 2 cards when he enters play.
Basil - Of Baker Street	RF	expansions/2/cards/367x512/fa755791d0509bb06ae715a2072de724815ed84d	Detective	Co	Sapphire	2	True	Dreamborn, Hero, Detective	2	2	1	Support (Whenever this character quests, you mayadd their ¤ to another chosen character's ¤ thisturn.)
Basil - Perceptive Investigator	RF	expansions/2/cards/367x512/c28aca23f1ef3718a464383d925c66842078edaa	Detective	Co	Sapphire	4	True	Storyborn, Hero, Detective	3	4	2	
Caterpillar - Calm and Collected	RF	expansions/2/cards/367x512/c9ca442765657fc90e9e779c34d0d2259d2c3c5b	Dreamborn	Un	Sapphire	3	True	Dreamborn	1	3	3	
Cogsworth - Grandfather Clock	RF	expansions/2/cards/367x512/2a2b47bf21a372f267deccbb420567f3d450b3c0	Ally	Su	Sapphire	5	True	Floodborn, Ally	2	5	2	Shift 3 (You may pay 3 ⬡ to play this on top of one ofyour characters named Cogsworth.); Ward (Opponents can't choose this character except tochallenge.); UNWIND Your other characters gain Resist +1 (Damagedealt to them is reduced by 1.)
Cogsworth - Talking Clock	RF	expansions/2/cards/367x512/f47aea8bdcbd1179a1f3d91e6afeeb259488f2d1	Ally	Un	Sapphire	2	True	Storyborn, Ally	2	3	1	WAIT A MINUTE Your characters with Recklessgain “⟳ — Gain 1 lore.”
